user_id,item_id,hour,added
935,173,10,1
935,112,10,1
935,37,10,0
935,104,10,0
977,98,22,1
977,186,22,1
977,44,22,0
977,114,22,0
749,186,23,1
749,172,23,1
749,11,23,0
749,141,23,0
487,43,21,1
487,39,21,1
487,39,21,0
487,114,21,0
913,55,9,1
913,76,9,1
913,24,9,0
913,169,9,0
818,125,20,1
818,28,20,1
818,46,20,0
818,44,20,0
822,8,17,1
822,76,17,1
822,53,17,0
822,177,17,0
417,34,8,1
417,50,8,1
417,15,8,0
417,25,8,0
637,167,8,1
637,124,8,1
637,19,8,0
637,24,8,0
944,127,17,1
944,40,17,1
944,115,17,0
944,132,17,0
758,169,18,1
758,25,18,1
758,72,18,0
758,156,18,0
965,177,17,1
965,110,17,1
965,72,17,0
965,84,17,0
960,97,10,1
960,81,10,1
960,52,10,0
960,189,10,0
388,93,11,1
388,103,11,1
388,171,11,0
388,134,11,0
887,22,11,1
887,134,11,1
887,48,11,0
887,16,11,0
785,160,16,1
785,123,16,1
785,16,16,0
785,104,16,0
208,119,18,1
208,57,18,1
208,26,18,0
208,132,18,0
738,85,19,1
738,69,19,1
738,53,19,0
738,185,19,0
457,131,16,1
457,184,16,1
457,30,16,0
457,158,16,0
633,97,15,1
633,36,15,1
633,22,15,0
633,118,15,0
454,115,8,1
454,164,8,1
454,32,8,0
454,177,8,0
546,90,14,1
546,36,14,1
546,40,14,0
546,130,14,0
977,114,15,1
977,67,15,1
977,9,15,0
977,182,15,0
595,123,8,1
595,192,8,1
595,184,8,0
595,177,8,0
994,170,20,1
994,7,20,1
994,18,20,0
994,197,20,0
55,165,10,1
55,73,10,1
55,78,10,0
55,198,10,0
690,154,14,1
690,87,14,1
690,133,14,0
690,51,14,0
281,55,8,1
281,182,8,1
281,28,8,0
281,134,8,0
955,85,21,1
955,68,21,1
955,47,21,0
955,155,21,0
666,64,8,1
666,14,8,1
666,33,8,0
666,183,8,0
339,63,9,1
339,192,9,1
339,148,9,0
339,1,9,0
26,71,17,1
26,6,17,1
26,58,17,0
26,190,17,0
107,44,14,1
107,117,14,1
107,101,14,0
107,15,14,0
754,73,19,1
754,94,19,1
754,123,19,0
754,141,19,0
254,69,18,1
254,186,18,1
254,15,18,0
254,79,18,0
583,81,10,1
583,12,10,1
583,81,10,0
583,17,10,0
875,110,19,1
875,186,19,1
875,35,19,0
875,108,19,0
556,46,10,1
556,90,10,1
556,106,10,0
556,133,10,0
933,122,19,1
933,19,19,1
933,195,19,0
933,21,19,0
520,162,22,1
520,179,22,1
520,17,22,0
520,103,22,0
813,183,16,1
813,110,16,1
813,155,16,0
813,135,16,0
400,135,16,1
400,32,16,1
400,139,16,0
400,79,16,0
449,48,8,1
449,78,8,1
449,152,8,0
449,46,8,0
580,41,23,1
580,78,23,1
580,38,23,0
580,107,23,0
701,38,8,1
701,51,8,1
701,143,8,0
701,88,8,0
574,166,14,1
574,147,14,1
574,87,14,0
574,115,14,0
781,67,20,1
781,166,20,1
781,70,20,0
781,158,20,0
405,105,8,1
405,44,8,1
405,133,8,0
405,171,8,0
685,33,13,1
685,28,13,1
685,46,13,0
685,52,13,0
496,115,14,1
496,150,14,1
496,100,14,0
496,34,14,0
562,79,13,1
562,0,13,1
562,104,13,0
562,169,13,0
396,163,10,1
396,39,10,1
396,66,10,0
396,14,10,0
296,149,22,1
296,91,22,1
296,186,22,0
296,57,22,0
377,83,11,1
377,46,11,1
377,59,11,0
377,85,11,0
513,167,20,1
513,140,20,1
513,45,20,0
513,155,20,0
285,159,10,1
285,199,10,1
285,15,10,0
285,118,10,0
960,32,13,1
960,106,13,1
960,93,13,0
960,2,13,0
803,162,10,1
803,66,10,1
803,6,10,0
803,29,10,0
635,166,16,1
635,86,16,1
635,35,16,0
635,142,16,0
866,195,19,1
866,2,19,1
866,87,19,0
866,14,19,0
996,23,17,1
996,192,17,1
996,169,17,0
996,141,17,0
563,111,14,1
563,54,14,1
563,62,14,0
563,110,14,0
415,7,12,1
415,98,12,1
415,73,12,0
415,151,12,0
531,47,9,1
531,199,9,1
531,81,9,0
531,9,9,0
67,183,22,1
67,146,22,1
67,48,22,0
67,42,22,0
617,133,13,1
617,15,13,1
617,14,13,0
617,82,13,0
567,165,12,1
567,138,12,1
567,68,12,0
567,38,12,0
37,87,11,1
37,114,11,1
37,42,11,0
37,175,11,0
408,133,20,1
408,49,20,1
408,186,20,0
408,47,20,0
59,145,19,1
59,127,19,1
59,137,19,0
59,172,19,0
908,93,9,1
908,0,9,1
908,144,9,0
908,162,9,0
686,167,11,1
686,39,11,1
686,184,11,0
686,129,11,0
925,119,23,1
925,172,23,1
925,198,23,0
925,14,23,0
844,148,18,1
844,33,18,1
844,166,18,0
844,155,18,0
272,46,20,1
272,149,20,1
272,43,20,0
272,139,20,0
507,126,8,1
507,6,8,1
507,82,8,0
507,132,8,0
651,52,19,1
651,123,19,1
651,114,19,0
651,17,19,0
813,27,18,1
813,90,18,1
813,182,18,0
813,61,18,0
710,109,11,1
710,110,11,1
710,149,11,0
710,90,11,0
215,179,10,1
215,157,10,1
215,82,10,0
215,190,10,0
49,156,12,1
49,134,12,1
49,15,12,0
49,56,12,0
123,115,15,1
123,27,15,1
123,98,15,0
123,78,15,0
613,95,21,1
613,163,21,1
613,68,21,0
613,168,21,0
416,138,23,1
416,102,23,1
416,49,23,0
416,90,23,0
347,94,20,1
347,123,20,1
347,142,20,0
347,175,20,0
14,131,15,1
14,104,15,1
14,174,15,0
14,115,15,0
939,87,10,1
939,164,10,1
939,196,10,0
939,20,10,0
737,110,18,1
737,169,18,1
737,68,18,0
737,4,18,0
464,46,12,1
464,119,12,1
464,167,12,0
464,41,12,0
807,187,13,1
807,88,13,1
807,120,13,0
807,169,13,0
937,187,14,1
937,195,14,1
937,9,14,0
937,131,14,0
480,80,13,1
480,175,13,1
480,178,13,0
480,16,13,0
774,114,20,1
774,129,20,1
774,1,20,0
774,46,20,0
649,73,21,1
649,9,21,1
649,155,21,0
649,126,21,0
429,189,23,1
429,170,23,1
429,73,23,0
429,77,23,0
405,73,13,1
405,49,13,1
405,63,13,0
405,64,13,0
617,192,15,1
617,21,15,1
617,175,15,0
617,149,15,0
71,68,16,1
71,71,16,1
71,72,16,0
71,114,16,0
803,7,18,1
803,112,18,1
803,114,18,0
803,149,18,0
691,82,23,1
691,40,23,1
691,135,23,0
691,133,23,0
932,19,23,1
932,193,23,1
932,185,23,0
932,106,23,0
230,2,8,1
230,186,8,1
230,67,8,0
230,35,8,0
904,114,9,1
904,127,9,1
904,128,9,0
904,73,9,0
211,193,23,1
211,143,23,1
211,123,23,0
211,190,23,0
265,146,23,1
265,78,23,1
265,79,23,0
265,71,23,0
257,180,20,1
257,130,20,1
257,115,20,0
257,175,20,0
225,129,15,1
225,72,15,1
225,103,15,0
225,154,15,0
271,114,17,1
271,28,17,1
271,188,17,0
271,95,17,0
951,174,8,1
951,133,8,1
951,131,8,0
951,91,8,0
351,46,15,1
351,88,15,1
351,89,15,0
351,1,15,0
680,185,10,1
680,58,10,1
680,82,10,0
680,72,10,0
817,78,17,1
817,54,17,1
817,18,17,0
817,80,17,0
46,14,17,1
46,84,17,1
46,56,17,0
46,23,17,0
359,165,17,1
359,107,17,1
359,120,17,0
359,5,17,0
901,94,19,1
901,132,19,1
901,46,19,0
901,154,19,0
581,83,23,1
581,99,23,1
581,102,23,0
581,122,23,0
167,160,16,1
167,185,16,1
167,117,16,0
167,59,16,0
342,112,12,1
342,96,12,1
342,91,12,0
342,38,12,0
75,183,11,1
75,40,11,1
75,17,11,0
75,198,11,0
886,192,18,1
886,71,18,1
886,167,18,0
886,22,18,0
522,192,9,1
522,85,9,1
522,102,9,0
522,109,9,0
894,7,15,1
894,103,15,1
894,143,15,0
894,131,15,0
338,57,21,1
338,70,21,1
338,7,21,0
338,150,21,0
669,128,22,1
669,110,22,1
669,150,22,0
669,13,22,0
218,129,23,1
218,119,23,1
218,89,23,0
218,180,23,0
786,86,19,1
786,28,19,1
786,67,19,0
786,128,19,0
951,145,23,1
951,108,23,1
951,75,23,0
951,103,23,0
524,173,12,1
524,163,12,1
524,157,12,0
524,90,12,0
750,140,17,1
750,112,17,1
750,178,17,0
750,65,17,0
337,141,18,1
337,163,18,1
337,34,18,0
337,42,18,0
395,3,19,1
395,34,19,1
395,58,19,0
395,129,19,0
663,152,14,1
663,75,14,1
663,49,14,0
663,166,14,0
576,100,15,1
576,99,15,1
576,106,15,0
576,49,15,0
956,131,13,1
956,61,13,1
956,181,13,0
956,147,13,0
349,92,11,1
349,151,11,1
349,121,11,0
349,125,11,0
630,84,19,1
630,153,19,1
630,127,19,0
630,104,19,0
915,118,12,1
915,59,12,1
915,122,12,0
915,1,12,0
842,36,12,1
842,14,12,1
842,87,12,0
842,78,12,0
819,131,10,1
819,98,10,1
819,6,10,0
819,100,10,0
586,82,11,1
586,35,11,1
586,61,11,0
586,22,11,0
924,63,13,1
924,12,13,1
924,139,13,0
924,110,13,0
66,98,22,1
66,167,22,1
66,49,22,0
66,67,22,0
243,80,13,1
243,171,13,1
243,194,13,0
243,159,13,0
902,110,15,1
902,141,15,1
902,16,15,0
902,188,15,0
626,129,18,1
626,26,18,1
626,13,18,0
626,37,18,0
144,40,8,1
144,80,8,1
144,104,8,0
144,179,8,0
482,151,16,1
482,127,16,1
482,97,16,0
482,175,16,0
161,84,23,1
161,95,23,1
161,135,23,0
161,142,23,0
519,160,21,1
519,66,21,1
519,161,21,0
519,101,21,0
841,28,8,1
841,21,8,1
841,113,8,0
841,90,8,0
844,137,19,1
844,131,19,1
844,29,19,0
844,90,19,0
465,39,18,1
465,26,18,1
465,112,18,0
465,11,18,0
46,3,19,1
46,177,19,1
46,171,19,0
46,59,19,0
722,164,16,1
722,87,16,1
722,147,16,0
722,112,16,0
71,140,19,1
71,156,19,1
71,66,19,0
71,76,19,0
431,46,9,1
431,119,9,1
431,11,9,0
431,181,9,0
634,119,10,1
634,88,10,1
634,11,10,0
634,79,10,0
619,148,20,1
619,174,20,1
619,82,20,0
619,152,20,0
522,19,14,1
522,91,14,1
522,15,14,0
522,50,14,0
488,71,10,1
488,144,10,1
488,134,10,0
488,178,10,0
967,112,8,1
967,35,8,1
967,64,8,0
967,151,8,0
179,55,12,1
179,97,12,1
179,138,12,0
179,88,12,0
760,106,10,1
760,135,10,1
760,119,10,0
760,133,10,0
446,138,18,1
446,42,18,1
446,138,18,0
446,93,18,0
476,184,19,1
476,2,19,1
476,155,19,0
476,128,19,0
851,119,16,1
851,134,16,1
851,39,16,0
851,119,16,0
341,100,16,1
341,179,16,1
341,96,16,0
341,106,16,0
78,37,8,1
78,187,8,1
78,91,8,0
78,146,8,0
326,187,23,1
326,78,23,1
326,35,23,0
326,142,23,0
208,30,22,1
208,18,22,1
208,93,22,0
208,133,22,0
85,92,22,1
85,86,22,1
85,19,22,0
85,158,22,0
514,162,10,1
514,156,10,1
514,114,10,0
514,158,10,0
22,170,12,1
22,64,12,1
22,102,12,0
22,21,12,0
600,197,12,1
600,78,12,1
600,147,12,0
600,196,12,0
697,90,18,1
697,59,18,1
697,192,18,0
697,19,18,0
433,25,8,1
433,151,8,1
433,79,8,0
433,179,8,0
802,63,18,1
802,78,18,1
802,120,18,0
802,121,18,0
157,51,20,1
157,4,20,1
157,68,20,0
157,24,20,0
717,40,19,1
717,134,19,1
717,7,19,0
717,183,19,0
628,76,23,1
628,73,23,1
628,52,23,0
628,181,23,0
560,188,15,1
560,8,15,1
560,153,15,0
560,81,15,0
48,122,11,1
48,93,11,1
48,105,11,0
48,163,11,0
41,101,18,1
41,86,18,1
41,20,18,0
41,172,18,0
107,46,11,1
107,103,11,1
107,15,11,0
107,84,11,0
1,174,9,1
1,12,9,1
1,99,9,0
1,5,9,0
895,6,21,1
895,25,21,1
895,132,21,0
895,176,21,0
853,55,14,1
853,171,14,1
853,198,14,0
853,10,14,0
869,44,15,1
869,115,15,1
869,127,15,0
869,2,15,0
534,169,13,1
534,97,13,1
534,36,13,0
534,110,13,0
553,137,13,1
553,9,13,1
553,100,13,0
553,30,13,0
528,56,16,1
528,11,16,1
528,103,16,0
528,13,16,0
217,15,18,1
217,146,18,1
217,192,18,0
217,26,18,0
888,147,14,1
888,16,14,1
888,18,14,0
888,40,14,0
377,121,16,1
377,141,16,1
377,141,16,0
377,52,16,0
837,128,23,1
837,104,23,1
837,6,23,0
837,39,23,0
210,176,11,1
210,57,11,1
210,26,11,0
210,188,11,0
449,13,15,1
449,191,15,1
449,131,15,0
449,112,15,0
311,125,18,1
311,101,18,1
311,124,18,0
311,85,18,0
729,155,11,1
729,49,11,1
729,48,11,0
729,41,11,0
914,59,11,1
914,37,11,1
914,63,11,0
914,84,11,0
558,106,12,1
558,145,12,1
558,168,12,0
558,147,12,0
45,136,10,1
45,116,10,1
45,47,10,0
45,50,10,0
973,43,22,1
973,85,22,1
973,74,22,0
973,84,22,0
621,59,9,1
621,109,9,1
621,133,9,0
621,192,9,0
610,8,23,1
610,71,23,1
610,2,23,0
610,141,23,0
852,166,14,1
852,51,14,1
852,97,14,0
852,92,14,0
550,124,22,1
550,121,22,1
550,53,22,0
550,0,22,0
986,23,9,1
986,187,9,1
986,181,9,0
986,136,9,0
142,148,16,1
142,106,16,1
142,4,16,0
142,13,16,0
866,17,18,1
866,82,18,1
866,102,18,0
866,192,18,0
45,10,20,1
45,113,20,1
45,172,20,0
45,35,20,0
423,51,18,1
423,168,18,1
423,188,18,0
423,82,18,0
434,136,16,1
434,90,16,1
434,144,16,0
434,137,16,0
314,121,23,1
314,78,23,1
314,8,23,0
314,117,23,0
707,150,12,1
707,38,12,1
707,157,12,0
707,63,12,0
567,199,14,1
567,118,14,1
567,184,14,0
567,181,14,0
42,156,16,1
42,42,16,1
42,176,16,0
42,27,16,0
88,182,8,1
88,3,8,1
88,65,8,0
88,35,8,0
333,46,16,1
333,103,16,1
333,71,16,0
333,26,16,0
258,140,21,1
258,47,21,1
258,89,21,0
258,113,21,0
980,17,12,1
980,55,12,1
980,158,12,0
980,138,12,0
845,52,10,1
845,43,10,1
845,16,10,0
845,24,10,0
972,96,17,1
972,91,17,1
972,181,17,0
972,108,17,0
483,196,19,1
483,73,19,1
483,119,19,0
483,91,19,0
94,38,10,1
94,113,10,1
94,47,10,0
94,75,10,0
271,75,14,1
271,137,14,1
271,80,14,0
271,114,14,0
44,34,8,1
44,50,8,1
44,192,8,0
44,75,8,0
736,92,15,1
736,141,15,1
736,56,15,0
736,5,15,0
319,151,13,1
319,176,13,1
319,33,13,0
319,192,13,0
799,13,22,1
799,172,22,1
799,47,22,0
799,152,22,0
562,19,18,1
562,180,18,1
562,38,18,0
562,116,18,0
433,169,15,1
433,120,15,1
433,198,15,0
433,165,15,0
882,58,13,1
882,31,13,1
882,95,13,0
882,38,13,0
972,11,20,1
972,88,20,1
972,166,20,0
972,44,20,0
116,128,21,1
116,168,21,1
116,28,21,0
116,199,21,0
570,107,14,1
570,163,14,1
570,95,14,0
570,47,14,0
831,65,11,1
831,30,11,1
831,141,11,0
831,81,11,0
981,21,8,1
981,114,8,1
981,135,8,0
981,154,8,0
372,145,19,1
372,23,19,1
372,135,19,0
372,95,19,0
892,111,13,1
892,3,13,1
892,138,13,0
892,44,13,0
375,137,14,1
375,197,14,1
375,35,14,0
375,197,14,0
404,49,16,1
404,5,16,1
404,191,16,0
404,31,16,0
579,39,23,1
579,178,23,1
579,57,23,0
579,27,23,0
287,16,21,1
287,69,21,1
287,100,21,0
287,182,21,0
687,160,15,1
687,56,15,1
687,198,15,0
687,89,15,0
362,64,10,1
362,14,10,1
362,112,10,0
362,195,10,0
217,73,11,1
217,76,11,1
217,195,11,0
217,187,11,0
337,101,16,1
337,40,16,1
337,11,16,0
337,108,16,0
293,132,21,1
293,127,21,1
293,37,21,0
293,54,21,0
831,59,8,1
831,117,8,1
831,10,8,0
831,68,8,0
758,139,13,1
758,114,13,1
758,165,13,0
758,168,13,0
284,37,21,1
284,99,21,1
284,8,21,0
284,130,21,0
171,108,11,1
171,63,11,1
171,141,11,0
171,114,11,0
445,133,22,1
445,122,22,1
445,31,22,0
445,32,22,0
65,105,19,1
65,23,19,1
65,141,19,0
65,123,19,0
583,5,14,1
583,175,14,1
583,178,14,0
583,58,14,0
362,75,22,1
362,68,22,1
362,176,22,0
362,140,22,0
582,30,12,1
582,86,12,1
582,71,12,0
582,110,12,0
240,189,21,1
240,136,21,1
240,169,21,0
240,59,21,0
416,68,10,1
416,89,10,1
416,190,10,0
416,22,10,0
532,96,14,1
532,60,14,1
532,120,14,0
532,31,14,0
463,178,19,1
463,54,19,1
463,193,19,0
463,166,19,0
703,79,13,1
703,186,13,1
703,140,13,0
703,186,13,0
126,97,15,1
126,36,15,1
126,66,15,0
126,50,15,0
658,41,15,1
658,60,15,1
658,115,15,0
658,145,15,0
628,174,8,1
628,63,8,1
628,23,8,0
628,98,8,0
417,123,12,1
417,84,12,1
417,80,12,0
417,137,12,0
267,39,13,1
267,180,13,1
267,170,13,0
267,140,13,0
694,184,11,1
694,87,11,1
694,159,11,0
694,51,11,0
61,140,17,1
61,188,17,1
61,61,17,0
61,11,17,0
847,184,13,1
847,64,13,1
847,190,13,0
847,128,13,0
675,37,23,1
675,77,23,1
675,24,23,0
675,82,23,0
303,50,15,1
303,179,15,1
303,147,15,0
303,53,15,0
691,106,10,1
691,160,10,1
691,81,10,0
691,152,10,0
189,21,11,1
189,46,11,1
189,98,11,0
189,91,11,0
931,120,13,1
931,150,13,1
931,172,13,0
931,55,13,0
420,151,17,1
420,102,17,1
420,148,17,0
420,8,17,0
389,174,16,1
389,69,16,1
389,147,16,0
389,148,16,0
601,78,12,1
601,136,12,1
601,193,12,0
601,118,12,0
366,23,22,1
366,86,22,1
366,98,22,0
366,81,22,0
302,113,23,1
302,160,23,1
302,29,23,0
302,124,23,0
521,178,14,1
521,164,14,1
521,158,14,0
521,134,14,0
721,149,21,1
721,125,21,1
721,176,21,0
721,26,21,0
999,56,13,1
999,132,13,1
999,101,13,0
999,138,13,0
967,166,21,1
967,180,21,1
967,122,21,0
967,14,21,0
121,69,17,1
121,119,17,1
121,180,17,0
121,85,17,0
482,80,14,1
482,151,14,1
482,130,14,0
482,96,14,0
55,99,20,1
55,50,20,1
55,122,20,0
55,110,20,0
951,122,13,1
951,174,13,1
951,41,13,0
951,140,13,0
454,11,16,1
454,141,16,1
454,174,16,0
454,113,16,0
850,52,14,1
850,158,14,1
850,59,14,0
850,108,14,0
237,30,14,1
237,58,14,1
237,181,14,0
237,31,14,0
752,38,20,1
752,48,20,1
752,32,20,0
752,85,20,0
854,34,21,1
854,62,21,1
854,72,21,0
854,8,21,0
824,44,13,1
824,195,13,1
824,100,13,0
824,194,13,0
58,160,21,1
58,63,21,1
58,138,21,0
58,152,21,0
51,187,23,1
51,184,23,1
51,103,23,0
51,127,23,0
661,167,11,1
661,152,11,1
661,182,11,0
661,26,11,0
891,74,13,1
891,158,13,1
891,42,13,0
891,130,13,0
386,87,8,1
386,46,8,1
386,163,8,0
386,54,8,0
317,43,12,1
317,171,12,1
317,74,12,0
317,55,12,0
643,187,12,1
643,95,12,1
643,173,12,0
643,56,12,0
572,64,23,1
572,53,23,1
572,142,23,0
572,81,23,0
481,130,10,1
481,137,10,1
481,176,10,0
481,166,10,0
961,86,21,1
961,137,21,1
961,36,21,0
961,170,21,0
186,100,11,1
186,172,11,1
186,15,11,0
186,140,11,0
32,43,18,1
32,142,18,1
32,150,18,0
32,79,18,0
769,107,15,1
769,142,15,1
769,138,15,0
769,125,15,0
576,6,22,1
576,92,22,1
576,34,22,0
576,187,22,0
548,183,8,1
548,100,8,1
548,160,8,0
548,37,8,0
573,80,9,1
573,1,9,1
573,112,9,0
573,9,9,0
548,38,20,1
548,146,20,1
548,49,20,0
548,130,20,0
963,36,21,1
963,63,21,1
963,109,21,0
963,111,21,0
29,4,11,1
29,35,11,1
29,46,11,0
29,19,11,0
196,85,8,1
196,70,8,1
196,105,8,0
196,190,8,0
990,164,12,1
990,18,12,1
990,197,12,0
990,91,12,0
673,165,9,1
673,131,9,1
673,55,9,0
673,169,9,0
571,123,15,1
571,144,15,1
571,112,15,0
571,184,15,0
371,199,12,1
371,161,12,1
371,89,12,0
371,17,12,0
735,1,17,1
735,161,17,1
735,118,17,0
735,158,17,0
699,81,18,1
699,37,18,1
699,81,18,0
699,175,18,0
129,50,17,1
129,20,17,1
129,196,17,0
129,48,17,0
504,196,23,1
504,178,23,1
504,30,23,0
504,122,23,0
181,43,19,1
181,198,19,1
181,50,19,0
181,79,19,0
19,17,12,1
19,75,12,1
19,140,12,0
19,110,12,0
485,103,8,1
485,75,8,1
485,93,8,0
485,141,8,0
602,124,10,1
602,158,10,1
602,18,10,0
602,129,10,0
221,98,15,1
221,94,15,1
221,78,15,0
221,124,15,0
387,197,16,1
387,169,16,1
387,147,16,0
387,188,16,0
714,131,10,1
714,181,10,1
714,67,10,0
714,194,10,0
48,14,15,1
48,47,15,1
48,153,15,0
48,3,15,0
927,25,15,1
927,193,15,1
927,114,15,0
927,137,15,0
801,100,20,1
801,116,20,1
801,141,20,0
801,95,20,0
8,156,12,1
8,94,12,1
8,181,12,0
8,149,12,0
951,83,11,1
951,151,11,1
951,27,11,0
951,132,11,0
263,193,16,1
263,177,16,1
263,115,16,0
263,110,16,0
532,80,23,1
532,27,23,1
532,34,23,0
532,171,23,0
153,1,18,1
153,130,18,1
153,186,18,0
153,18,18,0
726,180,11,1
726,11,11,1
726,149,11,0
726,153,11,0
272,38,18,1
272,44,18,1
272,115,18,0
272,104,18,0
730,188,19,1
730,64,19,1
730,76,19,0
730,37,19,0
614,113,17,1
614,171,17,1
614,46,17,0
614,199,17,0
485,187,8,1
485,101,8,1
485,185,8,0
485,137,8,0
115,11,21,1
115,49,21,1
115,42,21,0
115,143,21,0
759,44,9,1
759,111,9,1
759,81,9,0
759,32,9,0
161,80,23,1
161,71,23,1
161,111,23,0
161,99,23,0
401,9,18,1
401,86,18,1
401,94,18,0
401,27,18,0
319,163,17,1
319,90,17,1
319,110,17,0
319,73,17,0
3,190,17,1
3,120,17,1
3,57,17,0
3,199,17,0
474,95,17,1
474,114,17,1
474,166,17,0
474,70,17,0
156,140,18,1
156,147,18,1
156,165,18,0
156,40,18,0
982,79,17,1
982,48,17,1
982,197,17,0
982,136,17,0
535,21,12,1
535,95,12,1
535,182,12,0
535,177,12,0
523,98,12,1
523,42,12,1
523,128,12,0
523,16,12,0
63,193,19,1
63,126,19,1
63,136,19,0
63,95,19,0
171,192,17,1
171,96,17,1
171,116,17,0
171,130,17,0
119,174,8,1
119,10,8,1
119,49,8,0
119,151,8,0
535,168,17,1
535,56,17,1
535,168,17,0
535,118,17,0
742,178,12,1
742,98,12,1
742,88,12,0
742,87,12,0
620,140,17,1
620,189,17,1
